Species	Eint	Emed	Emag	Esti	Efla	Efal	Cca	Eac	Ebr	Emax	Emit	Ene	Ete	Epr	Sne	Nca	Tgo	Hha
Ko03040	0.646017699	0.707964602	0.672566372	0.814159292	0.82300885	0.867256637	0.849557522	0.690265487	0.592920354	0.601769912	0.442477876	0.743362832	0.840707965	0.389380531	0.82300885	0.884955752	0.89380531	0.89380531
Ko03050	0.710526316	0.710526316	0.710526316	0.868421053	0.868421053	0.842105263	0.842105263	0.710526316	0.684210526	0.552631579	0.342105263	0.763157895	0.894736842	0.263157895	0.894736842	0.921052632	0.947368421	0.921052632
Ko03051	0.660714286	0.732142857	0.678571429	0.767857143	0.821428571	0.821428571	0.732142857	0.660714286	0.607142857	0.571428571	0.375	0.75	0.803571429	0.321428571	0.785714286	0.839285714	0.839285714	0.821428571
Ko03060	0.545454545	0.484848485	0.454545455	0.515151515	0.515151515	0.606060606	0.545454545	0.393939394	0.242424242	0.363636364	0.303030303	0.424242424	0.454545455	0.303030303	0.545454545	0.575757576	0.575757576	0.575757576
Ko03070	0.222222222	0.111111111	0.111111111	0.111111111	0.111111111	0.111111111	0.222222222	0.111111111	0.111111111	0.111111111	0.222222222	0.111111111	0.111111111	0.111111111	0.111111111	0.111111111	0.111111111	0.111111111
Ko03110	0.485714286	0.514285714	0.464285714	0.528571429	0.542857143	0.535714286	0.507142857	0.442857143	0.407142857	0.371428571	0.285714286	0.478571429	0.485714286	0.314285714	0.542857143	0.557142857	0.571428571	0.571428571
Ko03320	0.37037037	0.481481481	0.37037037	0.37037037	0.296296296	0.333333333	0.407407407	0.407407407	0.148148148	0.259259259	0.259259259	0.37037037	0.37037037	0.111111111	0.333333333	0.444444444	0.444444444	0.444444444
Ko03400	0.464912281	0.50877193	0.451754386	0.513157895	0.561403509	0.557017544	0.539473684	0.486842105	0.416666667	0.412280702	0.328947368	0.49122807	0.51754386	0.289473684	0.526315789	0.478070175	0.473684211	0.473684211
Ko03410	0.514285714	0.571428571	0.485714286	0.485714286	0.628571429	0.514285714	0.571428571	0.6	0.428571429	0.485714286	0.314285714	0.571428571	0.6	0.285714286	0.571428571	0.485714286	0.457142857	0.457142857
Ko03420	0.617021277	0.659574468	0.638297872	0.744680851	0.787234043	0.744680851	0.638297872	0.787234043	0.595744681	0.617021277	0.489361702	0.680851064	0.723404255	0.489361702	0.70212766	0.680851064	0.659574468	0.659574468
Ko03430	0.633333333	0.7	0.633333333	0.733333333	0.8	0.7	0.633333333	0.733333333	0.566666667	0.7	0.533333333	0.733333333	0.733333333	0.433333333	0.733333333	0.7	0.666666667	0.666666667
Ko03440	0.606060606	0.575757576	0.545454545	0.606060606	0.696969697	0.666666667	0.575757576	0.696969697	0.515151515	0.606060606	0.636363636	0.696969697	0.696969697	0.454545455	0.606060606	0.515151515	0.545454545	0.515151515
Ko03450	0.538461538	0.461538462	0.538461538	0.538461538	0.538461538	0.538461538	0.538461538	0.307692308	0.230769231	0.307692308	0.230769231	0.384615385	0.538461538	0.230769231	0.461538462	0.461538462	0.384615385	0.384615385
Ko04010	0.264705882	0.176470588	0.205882353	0.264705882	0.323529412	0.323529412	0.235294118	0.323529412	0.294117647	0.235294118	0.264705882	0.235294118	0.264705882	0.205882353	0.205882353	0.205882353	0.235294118	0.264705882
Ko04011	0.6	0.64	0.56	0.6	0.64	0.64	0.6	0.48	0.48	0.44	0.36	0.48	0.4	0.32	0.56	0.56	0.64	0.6
Ko04012	0.230769231	0.230769231	0.230769231	0.230769231	0.230769231	0.230769231	0.153846154	0.230769231	0.307692308	0.230769231	0.230769231	0.153846154	0.153846154	0.230769231	0.153846154	0.153846154	0.153846154	0.153846154
Ko04013	0.208333333	0.375	0.291666667	0.416666667	0.416666667	0.375	0.291666667	0.333333333	0.375	0.291666667	0.166666667	0.375	0.458333333	0.166666667	0.291666667	0.375	0.375	0.375
Ko04014	0.285714286	0.357142857	0.214285714	0.464285714	0.464285714	0.464285714	0.392857143	0.321428571	0.25	0.25	0.25	0.321428571	0.321428571	0.178571429	0.392857143	0.392857143	0.428571429	0.428571429
Ko04015	0.357142857	0.428571429	0.357142857	0.5	0.571428571	0.642857143	0.5	0.5	0.428571429	0.285714286	0.285714286	0.571428571	0.571428571	0.285714286	0.428571429	0.642857143	0.642857143	0.642857143
Ko04016	0.625	0.625	0.4375	0.6875	0.625	0.875	0.75	0.5	0.3125	0.375	0.5	0.625	0.625	0.375	0.625	0.875	0.875	0.8125
Ko04020	0.5	0.541666667	0.458333333	0.625	0.625	0.583333333	0.666666667	0.541666667	0.416666667	0.458333333	0.5	0.666666667	0.625	0.375	0.541666667	0.75	0.791666667	0.833333333
Ko04022	0.35483871	0.419354839	0.35483871	0.451612903	0.451612903	0.451612903	0.516129032	0.419354839	0.35483871	0.35483871	0.35483871	0.483870968	0.483870968	0.258064516	0.387096774	0.580645161	0.580645161	0.612903226
Ko04024	0.288888889	0.355555556	0.244444444	0.333333333	0.355555556	0.377777778	0.377777778	0.288888889	0.244444444	0.266666667	0.222222222	0.311111111	0.377777778	0.177777778	0.377777778	0.466666667	0.488888889	0.533333333
Ko04030	0	0	0	0	0.066666667	0.133333333	0	0.066666667	0	0	0.066666667	0.133333333	0.066666667	0	0	0	0	0
Ko04031	0.264705882	0.264705882	0.147058824	0.441176471	0.5	0.352941176	0.441176471	0.294117647	0.235294118	0.323529412	0.117647059	0.352941176	0.470588235	0.176470588	0.470588235	0.470588235	0.470588235	0.470588235
Ko04040	0.057692308	0.096153846	0.115384615	0.057692308	0.096153846	0.096153846	0.096153846	0.096153846	0.115384615	0.096153846	0.096153846	0.076923077	0.115384615	0.038461538	0.019230769	0.057692308	0.057692308	0.076923077
Ko04050	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ko04052	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0
Ko04054	0.428571429	0.142857143	0.142857143	0	0.285714286	0	0.285714286	0.142857143	0.142857143	0.142857143	0.142857143	0.142857143	0	0.142857143	0	0	0	0
Ko04060	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ko04062	0.166666667	0.25	0.333333333	0.333333333	0.416666667	0.416666667	0.25	0.583333333	0.416666667	0.333333333	0.25	0.333333333	0.416666667	0.166666667	0.333333333	0.166666667	0.25	0.25
Ko04064	0.428571429	0.285714286	0.357142857	0.357142857	0.357142857	0.357142857	0.428571429	0.357142857	0.285714286	0.285714286	0.285714286	0.285714286	0.357142857	0.214285714	0.285714286	0.357142857	0.357142857	0.357142857
Ko04066	0.5	0.461538462	0.384615385	0.423076923	0.5	0.461538462	0.423076923	0.384615385	0.423076923	0.346153846	0.153846154	0.423076923	0.384615385	0.230769231	0.346153846	0.461538462	0.461538462	0.461538462
Ko04068	0.303030303	0.393939394	0.333333333	0.393939394	0.393939394	0.454545455	0.393939394	0.363636364	0.212121212	0.272727273	0.212121212	0.303030303	0.424242424	0.181818182	0.272727273	0.393939394	0.393939394	0.393939394
Ko04070	0.612903226	0.64516129	0.548387097	0.64516129	0.709677419	0.774193548	0.741935484	0.580645161	0.483870968	0.483870968	0.387096774	0.677419355	0.612903226	0.225806452	0.516129032	0.580645161	0.580645161	0.612903226
Ko04071	0.178571429	0.285714286	0.25	0.321428571	0.321428571	0.357142857	0.25	0.285714286	0.285714286	0.142857143	0.178571429	0.25	0.25	0.178571429	0.285714286	0.357142857	0.357142857	0.357142857
Ko04072	0.409090909	0.454545455	0.454545455	0.409090909	0.5	0.363636364	0.318181818	0.409090909	0.454545455	0.409090909	0.318181818	0.318181818	0.363636364	0.227272727	0.272727273	0.318181818	0.318181818	0.318181818
Ko04075	0	0.25	0	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0
Ko04080	0.125	0	0	0.125	0.125	0.25	0	0	0	0	0	0.125	0.125	0	0	0	0	0
Ko04090	0.166666667	0.333333333	0.25	0.333333333	0.166666667	0.25	0.333333333	0.166666667	0.166666667	0.166666667	0.333333333	0.25	0.166666667	0.166666667	0.083333333	0.416666667	0.333333333	0.416666667
Ko04091	0	0	0	0.066666667	0.066666667	0.066666667	0.066666667	0	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0.066666667	0	0.066666667	0.066666667	0.066666667
Ko04110	0.520833333	0.645833333	0.583333333	0.666666667	0.708333333	0.708333333	0.708333333	0.625	0.4375	0.479166667	0.416666667	0.5	0.604166667	0.291666667	0.520833333	0.5625	0.5625	0.541666667
Ko04111	0.571428571	0.632653061	0.571428571	0.612244898	0.734693878	0.734693878	0.653061224	0.612244898	0.510204082	0.510204082	0.428571429	0.530612245	0.591836735	0.346938776	0.489795918	0.551020408	0.551020408	0.551020408
Ko04112	0.090909091	0.090909091	0	0.090909091	0.181818182	0.181818182	0.181818182	0	0.090909091	0	0.090909091	0	0.090909091	0	0.090909091	0.090909091	0	0
Ko04113	0.461538462	0.58974359	0.512820513	0.666666667	0.717948718	0.692307692	0.666666667	0.615384615	0.358974359	0.512820513	0.384615385	0.487179487	0.717948718	0.153846154	0.487179487	0.538461538	0.58974359	0.58974359
Ko04114	0.512820513	0.615384615	0.538461538	0.743589744	0.769230769	0.769230769	0.666666667	0.641025641	0.487179487	0.538461538	0.487179487	0.666666667	0.641025641	0.333333333	0.564102564	0.666666667	0.717948718	0.692307692
Ko04115	0.238095238	0.238095238	0.19047619	0.380952381	0.380952381	0.380952381	0.333333333	0.285714286	0.238095238	0.238095238	0.238095238	0.333333333	0.380952381	0.19047619	0.333333333	0.428571429	0.333333333	0.380952381
Ko04120	0.534482759	0.448275862	0.534482759	0.655172414	0.655172414	0.620689655	0.603448276	0.5	0.448275862	0.448275862	0.25862069	0.637931034	0.655172414	0.224137931	0.517241379	0.534482759	0.534482759	0.534482759
Ko04121	0.337078652	0.322097378	0.333333333	0.352059925	0.389513109	0.404494382	0.359550562	0.325842697	0.258426966	0.299625468	0.235955056	0.374531835	0.378277154	0.198501873	0.325842697	0.314606742	0.314606742	0.314606742
Ko04122	0.545454545	0.454545455	0.454545455	0.545454545	0.454545455	0.454545455	0.636363636	0.363636364	0.272727273	0.454545455	0.454545455	0.545454545	0.272727273	0.272727273	0.545454545	0.636363636	0.636363636	0.636363636
Ko04130	0.523809524	0.523809524	0.476190476	0.571428571	0.571428571	0.523809524	0.523809524	0.571428571	0.333333333	0.380952381	0.285714286	0.571428571	0.619047619	0.238095238	0.714285714	0.666666667	0.666666667	0.666666667
Ko04131	0.467391304	0.510869565	0.472826087	0.52173913	0.581521739	0.551630435	0.557065217	0.472826087	0.399456522	0.421195652	0.355978261	0.502717391	0.532608696	0.277173913	0.513586957	0.576086957	0.573369565	0.578804348
Ko04136	0.375	0.458333333	0.333333333	0.5	0.583333333	0.583333333	0.333333333	0.5	0.416666667	0.458333333	0.416666667	0.5	0.5	0.291666667	0.416666667	0.416666667	0.416666667	0.416666667
Ko04141	0.49	0.53	0.52	0.56	0.57	0.57	0.57	0.47	0.43	0.44	0.3	0.53	0.5	0.32	0.54	0.61	0.61	0.61
Ko04142	0.423728814	0.440677966	0.372881356	0.457627119	0.508474576	0.474576271	0.440677966	0.406779661	0.338983051	0.338983051	0.372881356	0.355932203	0.406779661	0.254237288	0.440677966	0.491525424	0.491525424	0.508474576
Ko04144	0.409836066	0.426229508	0.393442623	0.475409836	0.540983607	0.524590164	0.459016393	0.409836066	0.327868852	0.360655738	0.229508197	0.37704918	0.442622951	0.262295082	0.360655738	0.426229508	0.459016393	0.459016393
Ko04145	0.47826087	0.586956522	0.456521739	0.608695652	0.652173913	0.673913043	0.608695652	0.543478261	0.434782609	0.47826087	0.5	0.52173913	0.630434783	0.369565217	0.565217391	0.652173913	0.652173913	0.673913043
Ko04146	0.258064516	0.435483871	0.370967742	0.338709677	0.387096774	0.419354839	0.370967742	0.322580645	0.193548387	0.161290323	0.177419355	0.387096774	0.467741935	0.112903226	0.241935484	0.370967742	0.387096774	0.370967742
Ko04147	0.405228758	0.480392157	0.39869281	0.496732026	0.5	0.490196078	0.483660131	0.408496732	0.343137255	0.346405229	0.281045752	0.444444444	0.483660131	0.254901961	0.45751634	0.535947712	0.552287582	0.54248366
Ko04150	0.255319149	0.340425532	0.319148936	0.340425532	0.340425532	0.361702128	0.319148936	0.340425532	0.319148936	0.29787234	0.276595745	0.319148936	0.319148936	0.234042553	0.276595745	0.382978723	0.382978723	0.382978723
Ko04151	0.292307692	0.353846154	0.338461538	0.338461538	0.338461538	0.446153846	0.338461538	0.338461538	0.338461538	0.292307692	0.184615385	0.276923077	0.369230769	0.215384615	0.246153846	0.353846154	0.369230769	0.353846154
Ko04152	0.303030303	0.454545455	0.303030303	0.424242424	0.424242424	0.393939394	0.363636364	0.454545455	0.363636364	0.363636364	0.303030303	0.303030303	0.393939394	0.333333333	0.333333333	0.363636364	0.363636364	0.363636364
Ko04210	0.222222222	0.277777778	0.25	0.333333333	0.361111111	0.361111111	0.361111111	0.388888889	0.305555556	0.25	0.222222222	0.305555556	0.333333333	0.194444444	0.388888889	0.361111111	0.416666667	0.416666667
Ko04211	0.296296296	0.37037037	0.37037037	0.407407407	0.481481481	0.444444444	0.333333333	0.481481481	0.333333333	0.407407407	0.296296296	0.296296296	0.407407407	0.333333333	0.259259259	0.407407407	0.444444444	0.444444444
Ko04212	0.441176471	0.529411765	0.470588235	0.529411765	0.617647059	0.558823529	0.558823529	0.382352941	0.294117647	0.323529412	0.323529412	0.323529412	0.441176471	0.235294118	0.470588235	0.558823529	0.470588235	0.441176471
Ko04213	0.541666667	0.666666667	0.625	0.708333333	0.75	0.791666667	0.625	0.666666667	0.5	0.541666667	0.416666667	0.5	0.708333333	0.375	0.541666667	0.625	0.708333333	0.708333333
Ko04214	0.230769231	0.346153846	0.230769231	0.384615385	0.384615385	0.461538462	0.423076923	0.346153846	0.307692308	0.346153846	0.307692308	0.346153846	0.384615385	0.307692308	0.346153846	0.423076923	0.384615385	0.384615385
Ko04215	0.090909091	0.090909091	0.181818182	0.272727273	0.272727273	0.272727273	0.272727273	0.272727273	0.181818182	0.272727273	0.181818182	0.272727273	0.181818182	0.181818182	0.272727273	0.272727273	0.272727273	0.272727273
Ko04216	0.470588235	0.411764706	0.411764706	0.470588235	0.470588235	0.470588235	0.470588235	0.352941176	0.235294118	0.235294118	0.235294118	0.411764706	0.470588235	0.235294118	0.470588235	0.470588235	0.470588235	0.470588235
Ko04217	0.268292683	0.268292683	0.292682927	0.341463415	0.341463415	0.341463415	0.292682927	0.365853659	0.268292683	0.243902439	0.170731707	0.292682927	0.292682927	0.146341463	0.268292683	0.341463415	0.365853659	0.365853659
Ko04218	0.435897436	0.461538462	0.41025641	0.538461538	0.512820513	0.538461538	0.487179487	0.461538462	0.41025641	0.41025641	0.435897436	0.461538462	0.512820513	0.358974359	0.487179487	0.615384615	0.58974359	0.58974359
Ko04260	0.666666667	0.666666667	0.555555556	0.777777778	0.555555556	0.666666667	0.777777778	0.444444444	0.555555556	0.333333333	0.222222222	0.666666667	0.666666667	0.111111111	0.666666667	1	0.777777778	1
Ko04261	0.321428571	0.5	0.392857143	0.571428571	0.607142857	0.642857143	0.5	0.535714286	0.428571429	0.428571429	0.357142857	0.5	0.571428571	0.285714286	0.571428571	0.642857143	0.678571429	0.714285714
Ko04310	0.666666667	0.666666667	0.666666667	0.833333333	0.888888889	0.777777778	0.777777778	0.777777778	0.611111111	0.722222222	0.666666667	0.777777778	0.666666667	0.555555556	0.777777778	0.611111111	0.722222222	0.722222222
Ko04320	0.066666667	0.133333333	0.133333333	0.133333333	0.133333333	0.2	0.066666667	0.2	0.066666667	0.133333333	0.2	0.133333333	0.133333333	0.133333333	0.066666667	0.066666667	0.066666667	0.066666667
Ko04330	0.444444444	0.555555556	0.555555556	0.666666667	0.666666667	0.666666667	0.666666667	0.777777778	0.444444444	0.555555556	0.555555556	0.555555556	0.666666667	0.444444444	0.555555556	0.666666667	0.666666667	0.666666667
Ko04340	0.181818182	0.272727273	0.363636364	0.636363636	0.454545455	0.545454545	0.454545455	0.545454545	0.363636364	0.545454545	0.545454545	0.545454545	0.545454545	0.272727273	0.636363636	0.454545455	0.545454545	0.545454545
Ko04341	0.307692308	0.384615385	0.384615385	0.615384615	0.538461538	0.615384615	0.461538462	0.615384615	0.461538462	0.538461538	0.461538462	0.615384615	0.538461538	0.384615385	0.692307692	0.538461538	0.615384615	0.615384615
Ko04350	0.384615385	0.461538462	0.307692308	0.538461538	0.538461538	0.538461538	0.384615385	0.461538462	0.461538462	0.307692308	0.384615385	0.461538462	0.538461538	0.461538462	0.538461538	0.538461538	0.538461538	0.538461538
Ko04360	0.263157895	0.210526316	0.263157895	0.315789474	0.263157895	0.315789474	0.263157895	0.263157895	0.263157895	0.263157895	0.368421053	0.263157895	0.263157895	0.263157895	0.315789474	0.210526316	0.210526316	0.210526316
Ko04370	0.363636364	0.181818182	0.272727273	0.272727273	0.272727273	0.363636364	0.272727273	0.272727273	0.363636364	0.272727273	0.363636364	0.272727273	0.272727273	0.272727273	0.272727273	0.272727273	0.272727273	0.272727273
Ko04371	0.5	0.538461538	0.461538462	0.653846154	0.653846154	0.730769231	0.5	0.615384615	0.423076923	0.461538462	0.461538462	0.653846154	0.615384615	0.423076923	0.5	0.615384615	0.653846154	0.653846154
Ko04380	0.428571429	0.285714286	0.357142857	0.357142857	0.357142857	0.428571429	0.357142857	0.428571429	0.5	0.357142857	0.357142857	0.285714286	0.428571429	0.285714286	0.357142857	0.428571429	0.357142857	0.357142857
Ko04390	0.357142857	0.571428571	0.357142857	0.571428571	0.571428571	0.714285714	0.428571429	0.428571429	0.5	0.357142857	0.142857143	0.571428571	0.5	0.214285714	0.5	0.5	0.571428571	0.5
Ko04391	0.384615385	0.461538462	0.307692308	0.538461538	0.538461538	0.692307692	0.384615385	0.307692308	0.384615385	0.230769231	0.153846154	0.384615385	0.461538462	0.230769231	0.461538462	0.461538462	0.615384615	0.538461538
Ko04510	0.173913043	0.239130435	0.239130435	0.195652174	0.173913043	0.391304348	0.260869565	0.239130435	0.282608696	0.173913043	0.108695652	0.152173913	0.282608696	0.108695652	0.130434783	0.195652174	0.195652174	0.195652174
Ko04530	0.5	0.5	0.4	0.65	0.65	0.65	0.5	0.7	0.45	0.45	0.35	0.55	0.6	0.3	0.65	0.6	0.7	0.7
Ko04540	0.25	0.3125	0.375	0.375	0.4375	0.5	0.375	0.4375	0.3125	0.3125	0.25	0.3125	0.3125	0.1875	0.375	0.4375	0.5625	0.5625
Ko04623	0.642857143	0.714285714	0.785714286	0.857142857	0.857142857	0.714285714	0.785714286	0.785714286	0.571428571	0.571428571	0.214285714	0.785714286	1	0.142857143	0.928571429	1	1	1
Ko04714	0.517241379	0.482758621	0.465517241	0.517241379	0.568965517	0.551724138	0.568965517	0.465517241	0.448275862	0.327586207	0.293103448	0.448275862	0.482758621	0.224137931	0.568965517	0.603448276	0.603448276	0.620689655
Ko04810	0.272727273	0.227272727	0.272727273	0.272727273	0.272727273	0.318181818	0.272727273	0.272727273	0.272727273	0.227272727	0.227272727	0.227272727	0.227272727	0.227272727	0.272727273	0.181818182	0.181818182	0.181818182
Ko04812	0.377622378	0.440559441	0.426573427	0.524475524	0.531468531	0.601398601	0.48951049	0.426573427	0.356643357	0.391608392	0.321678322	0.433566434	0.440559441	0.286713287	0.426573427	0.58041958	0.601398601	0.601398601
Ko04920	0.428571429	0.428571429	0.357142857	0.428571429	0.428571429	0.428571429	0.357142857	0.571428571	0.357142857	0.428571429	0.214285714	0.357142857	0.428571429	0.357142857	0.428571429	0.571428571	0.571428571	0.571428571
Ko04923	0.375	0.125	0.375	0.375	0.5	0.375	0.375	0.625	0.5	0.375	0.375	0.375	0.375	0.25	0.375	0.25	0.375	0.375
Ko04973	0.066666667	0.066666667	0.133333333	0.133333333	0.133333333	0.133333333	0.133333333	0.133333333	0.2	0.133333333	0.066666667	0.133333333	0.133333333	0	0.133333333	0.133333333	0.133333333	0.133333333
Ko04974	0.545454545	0.636363636	0.727272727	0.636363636	0.545454545	0.545454545	0.454545455	0.545454545	0.636363636	0.545454545	0.818181818	0.636363636	0.818181818	0.545454545	0.363636364	0.727272727	1	0.818181818
Ko04975	0.25	0.5	0.625	0.5	0.625	0.25	0.25	0.25	0.25	0.375	0.375	0.25	0.25	0.125	0.375	0.25	0.25	0.25
Ko04977	0.8	0.6	0.6	0.6	0.6	0.4	0.6	0.4	0.4	0.4	0.4	0.6	0.2	0.2	0.2	0.6	0.6	0.6
Ko04978	0.181818182	0.181818182	0.181818182	0.272727273	0.272727273	0.090909091	0.363636364	0.090909091	0.272727273	0.090909091	0.090909091	0.090909091	0.090909091	0.181818182	0.363636364	0.363636364	0.363636364	0.363636364
Ko04979	0.210526316	0.210526316	0.210526316	0.263157895	0.263157895	0.210526316	0.263157895	0.210526316	0.105263158	0.157894737	0.263157895	0.210526316	0.210526316	0.052631579	0.210526316	0.210526316	0.210526316	0.210526316
Ko99973	0.166666667	0.166666667	0.333333333	0.333333333	0.5	0.333333333	0.333333333	0.5	0.333333333	0.166666667	0.166666667	0.333333333	0.333333333	0.166666667	0.333333333	0.333333333	0.333333333	0.333333333
Ko99974	0.4	0.6	0.6	0.8	0.8	0.8	0.8	0.6	0.6	0.4	0.6	0.6	0.6	0.6	0.6	0.8	0.8	0.8
Ko99975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ko99976	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ko99977	0.090909091	0.090909091	0.090909091	0.090909091	0.090909091	0.090909091	0.090909091	0.090909091	0.090909091	0.090909091	0	0.181818182	0.090909091	0	0.090909091	0.090909091	0.090909091	0.090909091
Ko99978	0	0	0.5	0	0	1	1	1	0.5	0.5	0.5	1	1	0.5	0.5	0.5	0.5	0.5
Ko99980	0.17679558	0.198895028	0.232044199	0.237569061	0.248618785	0.243093923	0.20441989	0.171270718	0.149171271	0.165745856	0.149171271	0.209944751	0.215469613	0.08839779	0.187845304	0.209944751	0.209944751	0.220994475
Ko99981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ko99982	0	0	0.5	0.5	0.5	0.5	0.5	0	0	0	0	0	0	0	0.5	0.5	0.5	0.5
Ko99983	0.333333333	0.333333333	0.333333333	0.333333333	0.333333333	0.333333333	0.333333333	0	0	0.333333333	0	0.333333333	0.333333333	0	0	0	0	0
Ko99985	0.5	0.5	0.5	0.25	0.5	0.25	0.25	0.25	0	0.25	0.5	0.25	0.25	0.25	0.5	0.5	0.25	0.5
Ko99986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ko99987	0	0.333333333	0.666666667	0.666666667	0.666666667	0.666666667	0.333333333	0.333333333	0.333333333	0.333333333	0.333333333	0.333333333	0.333333333	0	0.666666667	0.333333333	0.666666667	0.333333333
Ko99988	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ko99992	0.6	0.4	0.2	0.2	0.4	0.4	0.5	0.3	0.2	0.3	0.3	0.3	0.2	0.3	0.2	0.2	0.2	0.2
Ko99993	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ko99994	0	1	0	1	1	0	0	1	0	1	1	1	1	1	1	1	1	1
Ko99995	0.2	0.1	0.2	0.15	0.25	0.2	0.25	0.15	0.2	0.05	0.05	0.15	0.2	0.2	0.2	0.2	0.15	0.2
Ko99997	0.098039216	0.098039216	0.098039216	0.098039216	0.078431373	0.176470588	0.117647059	0.098039216	0.098039216	0.098039216	0.078431373	0.117647059	0.156862745	0.058823529	0.156862745	0.156862745	0.137254902	0.137254902
Ko99998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
